combo_id	status	exit_code	metrics_found	ckpt_dir	backbone	seed	lr	optimizer	weight_decay	grad_clip	dropout	lr_scheduler	lr_milestones	lr_gamma	lambda_envpred	lambda_future_mi	lambda_swap	lambda_mask_sparse	sparse_target	train_loss_scale	mae	mse	rmse	mape	wape	metric_path
graphwavenet_full_combo_0001	metric_ok_nonzero_exit	139	1	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_gwnet_full_sweep/graphwavenet_full/combo_0001	graphwavenet_full	2026	0.001	adamw	1e-4	5.0	0.3	multistep	[30,60,80]	0.5	0.05	0.01	0.05	1e-3	0.3	normalized	14.358464421452704	553.9525482590134	23.536196554647766	8.847999173241693	6.72002396282849	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_gwnet_full_sweep/graphwavenet_full/combo_0001/best_test_metrics.json
graphwavenet_full_combo_0002	metric_ok_nonzero_exit	139	1	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_gwnet_full_sweep/graphwavenet_full/combo_0002	graphwavenet_full	2026	0.001	adamw	1e-4	5.0	0.3	multistep	[30,60,80]	0.5	0.05	0.03	0.05	1e-3	0.3	normalized	72.65257637779992	13462.40894214527	116.0276214620694	102.78682969926714	40.91369922741039	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_gwnet_full_sweep/graphwavenet_full/combo_0002/best_test_metrics.json
