epoch,step,split,total_loss,pred_loss,inv_loss,gate_loss,swap_loss,swap_diff_loss,swap_same_loss,kl_loss,effective_lambda_kl,effective_lambda_envpred,effective_lambda_future_mi,effective_lambda_swap,effective_lambda_sep,effective_lambda_mask_sparse,aux_schedule_factor,ind_loss,sparse_loss,entropy_loss,residual_norm_loss,env_consistency_loss,z_cons_loss,y_cons_loss,effective_lambda_z_cons,effective_lambda_y_cons,persistence_mi_loss,envpred_loss,future_mi_loss,future_mi_type,env_fut_nll,env_fut_nll_plus,env_fut_nll_minus,env_fut_kl,pred_fut_logvar_mean,pred_fut_mu_norm,future_mi_valid,sep_loss,sep_mi_type,club_upper_bound,club_fit_nll,cross_cov_loss,hsic_loss,rank_loss,mask_sparse_loss,effective_lambda_persistence_mi,rho_mean,rho_std,rho_min,rho_max,rho_entropy,delta_gain_mean,delta_gain_std,delta_gain_pos_ratio,s_gain_mean,persist_score_mean,persist_score_std,s_persist_mean,s_gate_mean,persistence_valid,potential_gain_mean,swap_delta_mean,swap_weight_mean,env_mu_abs_mean,env_std_mean,r_env_abs_mean,y_inv_mae,y_potential_mae,y_hat_mae,sep_projection_ratio,sep_cos_z_env_before,sep_cos_z_env_after,sep_lowrank_energy_ratio,sep_residual_norm,sep_z_raw_norm,sep_z_inv_norm,sep_env_raw_norm,sep_env_norm,sep_proj_norm,sep_basis_rank,sep_svd_top_singular_mean,sep_lowrank_rank,sep_env_residual_norm,mask_mean,mask_std,mask_min,mask_max,mask_entropy,mask_active_ratio,env_plus_norm,env_minus_norm,env_hist_norm,env_fut_norm,env_fut_pred_norm,fusion_gamma_abs_mean,fusion_beta_abs_mean,timestamp_valid,cur_time_emb_norm,seq_time_emb_norm,future_time_emb_norm,backbone_aux_loss,curriculum_horizon,cast_vq_loss,cast_commit_loss,cast_mi_loss,stone_graph_perturb_loss,stone_spatial_graph_entropy,stone_temporal_graph_entropy,val_mae,val_mse,val_rmse,val_mape,val_wape,val_mae_h3,val_rmse_h3,val_mape_h3,val_wape_h3,val_mae_h6,val_rmse_h6,val_mape_h6,val_wape_h6,val_mae_h12,val_rmse_h12,val_mape_h12,val_wape_h12,val_mae_avg12,val_rmse_avg12,val_mape_avg12,val_wape_avg12,lr
1,20,train,0.1999475359916687,0.16674752533435822,0.16600005328655243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5095533728599548,0.5095534324645996,0.5096722841262817,0.0,0.019663318991661072,0.46600207686424255,1.0,0.0,1.0,0.0,0.0,0.00025680166436359286,0.0,0.0,0.0,0.0,0.27590644359588623,0.014349676668643951,0.23660944402217865,0.33545562624931335,0.5867698788642883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06611470878124237,1.0012508630752563,0.0,0.16600005328655243,0.16674752533435822,0.16674752533435822,0.08312840759754181,0.020509492605924606,4.6397913289197845e-11,0.0,0.0,3.9681038856506348,3.9681034088134766,1.6788078546524048,1.6788078546524048,0.3141581118106842,0.0,0.0,0.0,0.0,0.27590641379356384,0.030215326696634293,0.18130704760551453,0.46230417490005493,0.5867698788642883,0.0,1.6875325441360474,1.6801459789276123,1.6788078546524048,1.6759155988693237,0.46600207686424255,0.013532153330743313,0.005264557898044586,1.0,3.0388681888580322,3.042593002319336,3.037123203277588,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,40,train,0.2224833369255066,0.1852790117263794,0.18602165579795837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5076341032981873,0.5076341032981873,0.5076746940612793,0.0,0.017902281135320663,0.4618363082408905,1.0,0.0,1.0,0.0,0.0,0.00021706421102862805,0.0,0.0,0.0,0.0,0.2737649381160736,0.013368023559451103,0.2323043793439865,0.32135364413261414,0.5844846367835999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07033167034387589,0.9991616606712341,0.0,0.18602165579795837,0.1852790117263794,0.1852790117263794,0.0713542178273201,0.012710758484899998,1.5683550291800685e-10,0.0,0.0,3.9821698665618896,3.9821698665618896,1.683180570602417,1.683180570602417,0.2663813829421997,0.0,0.0,0.0,0.0,0.2737649083137512,0.031455062329769135,0.16497261822223663,0.43351486325263977,0.5844846367835999,0.0,1.691042184829712,1.6855813264846802,1.683180570602417,1.6812342405319214,0.4618363082408905,0.019306525588035583,0.006182374898344278,1.0,3.024907112121582,3.0325868129730225,3.143695592880249,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,60,train,0.1664290726184845,0.13868767023086548,0.13870704174041748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5042409300804138,0.5042409896850586,0.5042993426322937,0.0,0.019404806196689606,0.4716416299343109,1.0,0.0,1.0,0.0,0.0,0.00028853799449279904,0.0,0.0,0.0,0.0,0.2765492796897888,0.01326766051352024,0.2327907681465149,0.32618629932403564,0.5869565606117249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07373788207769394,0.9951452016830444,0.0,0.13870704174041748,0.13868767023086548,0.13868767023086548,0.07128648459911346,0.026244310662150383,2.675894505976828e-10,0.0,0.0,3.783041000366211,3.783041000366211,1.6847807168960571,1.6847807168960571,0.2507312595844269,0.0,0.0,0.0,0.0,0.2765492796897888,0.0329725444316864,0.1697087585926056,0.4506955146789551,0.5869565606117249,0.0,1.6933369636535645,1.687488317489624,1.6847807168960571,1.6809940338134766,0.4716416299343109,0.022317219525575638,0.005459371954202652,1.0,3.02889347076416,3.085059642791748,3.0422770977020264,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,80,train,0.23991145193576813,0.1998426914215088,0.2003438025712967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49791985750198364,0.49791985750198364,0.49791571497917175,0.0,0.0186883807182312,0.4595061242580414,1.0,0.0,1.0,0.0,0.0,0.00029729382367804646,0.0,0.0,0.0,0.0,0.2775789797306061,0.014636675827205181,0.22886352241039276,0.33704012632369995,0.5878372192382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07779266685247421,0.991460382938385,0.0,0.2003438025712967,0.1998426914215088,0.1998426914215088,0.0659332424402237,0.0006370581104420125,2.0899674352259368e-11,0.0,0.0,3.7757582664489746,3.7757582664489746,1.6835079193115234,1.6835079193115234,0.22870340943336487,0.0,0.0,0.0,0.0,0.2775789797306061,0.033647213131189346,0.14718346297740936,0.4716441333293915,0.5878372192382812,0.0,1.6896107196807861,1.687215805053711,1.6835079193115234,1.6820510625839233,0.4595061242580414,0.024985328316688538,0.0063821543008089066,1.0,2.9603800773620605,3.010913372039795,3.057032346725464,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,100,train,0.17011168599128723,0.1417660117149353,0.14172837138175964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49816256761550903,0.49816256761550903,0.4981507360935211,0.0,0.01961400732398033,0.4655269384384155,1.0,0.0,1.0,0.0,0.0,0.0002837698848452419,0.0,0.0,0.0,0.0,0.27613574266433716,0.012125669978559017,0.23007754981517792,0.3195990324020386,0.5865130424499512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07843746244907379,0.9887803792953491,0.0,0.14172837138175964,0.1417660117149353,0.1417660117149353,0.05832003429532051,0.016675034537911415,-3.004104465187396e-10,0.0,0.0,3.9367504119873047,3.9367504119873047,1.6837278604507446,1.6837278604507446,0.2110096663236618,0.0,0.0,0.0,0.0,0.27613571286201477,0.033228542655706406,0.15770654380321503,0.44572409987449646,0.5865130424499512,0.0,1.69157874584198,1.6869701147079468,1.6837278604507446,1.683336853981018,0.4655269384384155,0.026586148887872696,0.007729005999863148,1.0,2.845369815826416,2.9033937454223633,2.926048994064331,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,120,train,0.1722148209810257,0.14349645376205444,0.14359186589717865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4960309863090515,0.4960309863090515,0.4960341453552246,0.0,0.017517147585749626,0.46538329124450684,1.0,0.0,1.0,0.0,0.0,0.0002621249295771122,0.0,0.0,0.0,0.0,0.2753354012966156,0.013847687281668186,0.22755926847457886,0.3273872435092926,0.5851894021034241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07880773395299911,0.9860289096832275,0.0,0.14359186589717865,0.14349645376205444,0.14349645376205444,0.06439976394176483,-0.0024887826293706894,-1.5347832726941846e-10,0.0,0.0,3.8873040676116943,3.8873040676116943,1.679134488105774,1.679134488105774,0.22805431485176086,0.0,0.0,0.0,0.0,0.275335431098938,0.03635730966925621,0.1517246514558792,0.4669359624385834,0.5851894021034241,0.0,1.6877070665359497,1.6833736896514893,1.679134488105774,1.6814788579940796,0.46538329124450684,0.029237769544124603,0.006967506837099791,1.0,3.084632635116577,3.0892372131347656,3.018012523651123,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,140,train,0.16799920797348022,0.13998833298683167,0.1400543749332428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49002596735954285,0.49002596735954285,0.4900495707988739,0.0,0.02002912387251854,0.4607364535331726,1.0,0.0,1.0,0.0,0.0,0.00025056794402189553,0.0,0.0,0.0,0.0,0.274262398481369,0.013871023431420326,0.2269871085882187,0.3345792889595032,0.5840866565704346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07905375212430954,0.9804890155792236,0.0,0.1400543749332428,0.13998833298683167,0.13998833298683167,0.05751386657357216,0.016701355576515198,-4.44534936638874e-10,0.0,0.0,3.7399377822875977,3.7399377822875977,1.6743230819702148,1.6743230819702148,0.19470275938510895,0.0,0.0,0.0,0.0,0.274262398481369,0.03667691349983215,0.15435956418514252,0.48920902609825134,0.5840866565704346,0.0,1.6829644441604614,1.6785380840301514,1.6743230819702148,1.6704292297363281,0.4607364535331726,0.031376879662275314,0.00862793903797865,1.0,2.7826592922210693,2.8895249366760254,2.911475896835327,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,160,train,0.16621975600719452,0.13850587606430054,0.1385693997144699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4846424460411072,0.4846424460411072,0.4846608638763428,0.0,0.018461251631379128,0.4601167142391205,1.0,0.0,1.0,0.0,0.0,0.0002815212355926633,0.0,0.0,0.0,0.0,0.27249178290367126,0.014053825289011002,0.2324075549840927,0.3391106128692627,0.5823962688446045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08190641552209854,0.97414231300354,0.0,0.1385693997144699,0.13850587606430054,0.13850587606430054,0.05431003496050835,0.012070946395397186,2.8948196270639492e-11,0.0,0.0,3.85740065574646,3.857401132583618,1.6704728603363037,1.6704728603363037,0.1873486489057541,0.0,0.0,0.0,0.0,0.2724917531013489,0.03639797121286392,0.15795060992240906,0.48742157220840454,0.5823962688446045,0.0,1.6785078048706055,1.674741506576538,1.6704728603363037,1.674203872680664,0.4601167142391205,0.03222346678376198,0.009280335158109665,1.0,2.8232264518737793,2.8314132690429688,2.822404384613037,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,180,train,0.15364141762256622,0.1280256062746048,0.12807904183864594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47522249817848206,0.47522249817848206,0.47519323229789734,0.0,0.01780403032898903,0.4597492814064026,1.0,0.0,1.0,0.0,0.0,0.00042560373549349606,0.0,0.0,0.0,0.0,0.2714085876941681,0.013685327023267746,0.22787843644618988,0.3284439444541931,0.5811059474945068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08568170666694641,0.964596688747406,0.0,0.12807904183864594,0.1280256062746048,0.1280256062746048,0.05580209568142891,0.003991080913692713,-1.0978632586366999e-10,0.0,0.0,3.9067535400390625,3.9067535400390625,1.660873293876648,1.660873293876648,0.1948719322681427,0.0,0.0,0.0,0.0,0.2714085578918457,0.03754016384482384,0.1366673707962036,0.4741271138191223,0.5811059474945068,0.0,1.6663118600845337,1.6666234731674194,1.660873293876648,1.6653790473937988,0.4597492814064026,0.03312164917588234,0.008760334923863411,1.0,2.911017656326294,2.9108283519744873,2.8973147869110107,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,200,train,0.18182744085788727,0.1515260636806488,0.15150685608386993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47048524022102356,0.47048521041870117,0.4705301821231842,0.0,0.021443704143166542,0.4665509760379791,1.0,0.0,1.0,0.0,0.0,0.0003398423141334206,0.0,0.0,0.0,0.0,0.2723880708217621,0.012782321311533451,0.22889463603496552,0.325714111328125,0.5822238326072693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08744728565216064,0.9571125507354736,0.0,0.15150685608386993,0.1515260636806488,0.1515260636806488,0.053342606872320175,0.0097254179418087,-2.2464213822459556e-10,0.0,0.0,3.749372959136963,3.7493724822998047,1.6551094055175781,1.6551094055175781,0.18171297013759613,0.0,0.0,0.0,0.0,0.2723880708217621,0.03675278276205063,0.1484754979610443,0.46581918001174927,0.5822238326072693,0.0,1.6582921743392944,1.6614186763763428,1.6551094055175781,1.6593531370162964,0.4665509760379791,0.03385550528764725,0.009401366114616394,1.0,2.867349863052368,2.8649330139160156,2.9545226097106934,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
