combo_id	status	exit_code	metrics_found	ckpt_dir	backbone	seed	lr	optimizer	weight_decay	grad_clip	dropout	lr_scheduler	lr_milestones	lr_gamma	lambda_envpred	lambda_future_mi	lambda_swap	lambda_mask_sparse	sparse_target	train_loss_scale	mae	mse	rmse	mape	wape	metric_path
stid_mlp_combo_0001	ok	0	1	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_tricks_smoke/stid_mlp/combo_0001	stid_mlp	2026	0.001	adamw	1e-5	3.0	0.1	multistep	[30,60,80]	0.5	0.05	0.01	0.05	1e-3	0.3	normalized	98.64033796980574	18218.521018088402	134.97600163765557	145.07371201386323	55.939714723879156	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_tricks_smoke/stid_mlp/combo_0001/best_test_metrics.json
graphwavenet_combo_0002	ok	0	1	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_tricks_smoke/graphwavenet/combo_0002	graphwavenet	2026	0.001	adamw	1e-4	5.0	0.3	multistep	[30,60,80]	0.5	0.05	0.01	0.05	1e-3	0.3	normalized	92.53889863985079	16419.470338013794	128.13848109765385	134.391978667663	52.63632458179921	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_tricks_smoke/graphwavenet/combo_0002/best_test_metrics.json
agcrn_combo_0003	ok	0	1	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_tricks_smoke/agcrn/combo_0003	agcrn	2026	0.001	adamw	1e-5	5.0	0.1	multistep	[30,60,80]	0.5	0.05	0.01	0.05	1e-3	0.3	normalized	82.56563928964975	12436.611517278998	111.51955665836822	124.61823973784576	47.98245514190949	/data/OuXiaoyu/mystg/nue_stg_project/checkpoints/pems08_fpem_tricks_smoke/agcrn/combo_0003/best_test_metrics.json
